specObjID	ra	dec	z	zErr
265938355131252736	154.38631	46.760176	0.164547	1.46875E-4
245953888660750336	154.38694	47.451366	0.191359	1.69118E-4
265938355391299584	154.38785	46.133981	0.503595	3.16986E-4
265938355181584384	154.38795	46.896317	0.063901	1.83593E-4
265938355357745152	154.39223	46.315572	0.030723	7.72336E-5
245953888295845888	154.39482	47.530276	0.438464	1.15514E-3
265938355424854016	154.39824	46.198517	0.104704	1.50646E-4
245953888287457280	154.4105	47.375628	0.1803	1.47751E-4
245953888329400320	154.41402	47.664091	0.141621	1.01231E-4
265938355521323008	154.41808	46.389124	0.1572	9.78855E-5
265938355470991360	154.41955	46.337949	-1.16517E-4	1.51027E-4
265938355504545792	154.42913	46.149168	0.149285	9.52071E-5
265938355164807168	154.44136	46.543028	0.16691	1.52607E-4
245953888333594624	154.45077	47.608946	0.374447	1.10074E-3
245953888325206016	154.45743	47.528058	0.253736	1.29272E-4
245953888736247808	154.46315	47.827832	1.21978	1.84637E-3
265938355139641344	154.47278	47.088984	0.39807	1.85286E-4
245953888308428800	154.47859	47.091481	0.667992	1.02887E-3
245953888300040192	154.48025	47.330642	0.191085	1.54815E-4
265938355127058432	154.48081	46.60325	0.030067	1.02245E-4
265938355173195776	154.48117	46.916903	1.85558	2.1362E-3
245953888321011712	154.49257	47.562903	0.108092	1.25378E-4
265938355148029952	154.49462	46.526383	0.136079	1.01381E-4
265938355445825536	154.49641	46.310911	1.84239	1.5659E-3
245953888769802240	154.50764	47.99207	0.160701	1.08894E-4
245953888358760448	154.52104	47.426577	0.141413	1.69564E-4
265938355479379968	154.52129	46.481025	0.127186	1.31308E-4
265938355114475520	154.5232	46.552751	1.33859E-4	3.94889E-4
265938355483574272	154.52467	46.203847	0.502566	2.03223E-4
245953888782385152	154.5569	48.033069	0.385926	1.916E-4
265938355466797056	154.56283	46.439984	0.080312	3.52589E-5
245953888350371840	154.57356	47.395207	0.141539	1.00856E-4
265938355450019840	154.57566	46.291956	1.74776	1.57103E-3
265938355122864128	154.57943	47.133142	-3.34117E-4	1.91165E-4
245953888291651584	154.59008	47.547623	1.51164	2.73817E-3
245953888316817408	154.59899	47.301846	0.190101	4.61878E-5
265938355458408448	154.60474	46.404902	0.123765	4.12879E-5
245953888723664896	154.62178	47.902997	0.141576	1.50782E-4
265938355462602752	154.6312	46.154607	0.165509	1.76484E-4
265938355135447040	154.63535	47.008356	0.119893	1.38174E-4
265938355441631232	154.63619	46.212112	0.373883	1.81238E-4
265938355143835648	154.63714	46.768769	0.149961	9.48493E-5
265938355118669824	154.6463	46.703885	0.171778	1.51111E-4
245953888346177536	154.64766	47.651724	0.492865	2.06538E-4
265938355282247680	154.67059	47.064668	1.21889E-4	4.71145E-4
265938355454214144	154.6719	46.26335	3.59155E-4	6.79653E-5
265938355353550848	154.68025	46.623585	0.198299	1.35515E-4
265938355311607808	154.70345	46.540531	0.03086	1.78214E-4
265938355290636288	154.70967	46.824967	0.119825	2.49108E-4
265938355286441984	154.7248	46.866654	-1.58051E-4	1.13106E-4
265938355575848960	154.72502	46.30543	0.030389	8.24292E-5
245953888740442112	154.73307	47.77184	0.051263	1.38132E-4
265938355349356544	154.74115	46.519684	0.065484	9.09543E-5
265938355542294528	154.74164	46.454099	0.029959	8.15395E-5
245953888341983232	154.75009	47.341268	0.156417	1.62322E-4
265938355299024896	154.75177	46.809328	0.106844	1.97956E-4
265938355315802112	154.75447	46.6339	0.107047	1.36604E-4
265938355340967936	154.75608	46.835724	0.107753	1.50918E-4
245953888354566144	154.75842	47.620719	2.92911	6.76911E-3
245953888765607936	154.76652	47.989651	0.137498	1.74938E-4
265938355529711616	154.7685	46.454421	0.030589	8.32554E-4
265938355336773632	154.76999	46.574321	0.063252	1.44234E-4
265938355525517312	154.78592	46.422128	0.063285	1.29137E-4
245953888727859200	154.78986	47.914575	0.141514	1.38355E-4
245953888706887680	154.79191	47.885123	-6.00049E-4	7.69874E-5
245953888715276288	154.79202	48.079782	0.051089	1.93086E-4
265938355278053376	154.80302	46.993647	0.147298	1.38982E-4
265938355303219200	154.80332	46.795512	0.105224	1.43807E-4
265938355332579328	154.81295	46.892294	0.175994	1.37576E-4
265938355307413504	154.82143	46.93063	0.149259	1.65354E-4
265938355567460352	154.82171	46.456643	0.170448	1.46758E-4
265938355319996416	154.82195	46.72207	3.73392	7.74001E-4
265938355273859072	154.82242	46.696443	0.106022	1.62398E-4
265938355294830592	154.8261	46.877578	0.105031	1.46135E-4
265938355533905920	154.83166	46.183893	0.104991	1.33948E-4
245953888362954752	154.8322	47.709409	0.395557	1.80399E-4
265938355324190720	154.83642	46.550239	0.024361	8.63064E-5
245953888304234496	154.83779	47.224927	0.103347	1.3981E-4
245953888711081984	154.84434	48.066993	0.141853	1.56701E-4
245953888312623104	154.846	47.299943	0.180161	1.27486E-4
265938355328385024	154.85996	46.621621	0.196581	1.61202E-4
265938355680706560	154.87858	46.789413	0.105314	1.04905E-4
265938355621986304	154.88424	46.948149	0.147413	1.6343E-4
245953888337788928	154.89719	47.54731	2.43953	1.51282E-3
245953888186793984	154.90915	47.185111	0.180498	1.62433E-4
265938355655540736	154.91074	46.785642	0.063109	1.69245E-4
245953888732053504	154.91378	47.777709	-3.02703E-4	8.38481E-5
265938355559071744	154.92889	46.261126	0.185559	1.42876E-4
245953888190988288	154.9296	47.540879	0.108133	1.63631E-4
265938355663929344	154.93006	46.800341	0.104476	1.39077E-4
265938355638763520	154.93381	46.989878	0.101595	8.02827E-4
245953888581058560	154.93634	48.051501	0.050519	8.74352E-5
245953888123879424	154.94078	47.447567	0.041793	9.75703E-5
265938355588431872	154.94894	46.400982	-2.33862E-4	3.43324E-4
245953888149045248	154.95618	47.63325	0.041332	1.7868E-4
245953888564281344	154.96212	47.768615	-8.83112E-5	6.70237E-5
245953888165822464	154.97325	47.521637	0.193499	1.6347E-4
245953888568475648	154.9744	47.872295	0.480478	2.05265E-4
245953888539115520	154.97527	47.932016	0.042976	1.99681E-4
245953888115490816	154.97999	47.381515	0.157402	1.68657E-4
245953888560087040	154.98004	48.084995	0.222339	1.65009E-4
265938355689095168	154.98802	46.711478	0.118624	1.41534E-4
265938355651346432	154.99251	46.61271	0.030104	1.09899E-4
265938355617792000	154.99255	47.003232	0.149941	1.81977E-4
265938355676512256	155.00651	46.599682	0.030042	8.19873E-5
265938355630374912	155.00828	47.015436	0.148285	1.58971E-4
265938355647152128	155.00917	47.159053	0.244951	1.21979E-4
245953888543309824	155.00998	47.95575	0.195815	1.33387E-4
265938355668123648	155.0104	46.68932	1.68557	2.73936E-3
245953888119685120	155.01216	47.391607	-3.84706E-4	7.79446E-5
245953888144850944	155.01392	47.728507	0.192063	1.35043E-4
245953888182599680	155.01588	47.672023	1.02634	1.54217E-3
265938355672317952	155.01955	46.53743	1.48719	1.41728E-3
245953888606224384	155.02949	47.823572	0.030876	7.32228E-5
245953888161628160	155.03041	47.523366	2.09804	1.7346E-3
245953888589447168	155.03071	47.924427	0.042473	1.67534E-4
265938355684900864	155.03342	46.851545	-4.85726E-4	7.22523E-5
245953888195182592	155.03815	47.568762	0.041067	1.69974E-4
245953888555892736	155.03864	48.107887	0.255172	1.54795E-4
245953888576864256	155.04055	48.008498	0.042063	1.56149E-4
265938355626180608	155.04452	47.062236	1.57597	2.0317E-3
245953888153239552	155.0474	47.419631	0.074054	1.55824E-4
265938355609403392	155.05532	46.961557	0.106821	1.35784E-4
245953888551698432	155.06728	47.919066	0.334372	1.62576E-4
