objID	ra	dec	z	zErr
587738616488067191	167.85781	35.97817	0.330122	1.51241E-4
587738616487936206	167.59881	35.884164	0.308521	1.67738E-4
587739096983404546	167.59085	35.780658	-3.05179E-4	8.10049E-5
587739096983470251	167.86374	35.62461	0.451032	1.79568E-4
587739097520209991	167.38394	36.157517	0.073376	9.1301E-5
587739096983470092	167.7833	35.671454	1.62606	2.39513E-3
587739096983339095	167.54606	35.672006	1.30028	1.83275E-3
587739097520275482	167.56716	36.09594	0.384435	1.64612E-3
587738615951196371	167.92338	35.591195	0.448713	2.64598E-4
587738616488001549	167.62925	35.890529	0.230686	1.50823E-4
587738616488001659	167.65707	35.974056	0.070162	7.97062E-5
587739097520276525	167.5904	36.004765	-9999	-9999
587738615951196206	168.02895	35.461444	0.906733	2.02307E-3
587739096446664838	168.10854	35.430947	2.78434	3.73322E-3
587738615951196360	168.0595	35.476875	0.452917	2.40218E-4
587738615951065195	167.60768	35.541818	0.030707	7.60976E-5
587739096446599217	167.82742	35.384804	0.025258	1.24081E-4
587738615951130702	167.76208	35.432615	0.060612	1.09251E-4
587738615951196288	167.94184	35.550591	0.061141	1.40378E-4
587738615951196190	167.99936	35.440604	0.023412	1.59034E-4
587738615951196200	168.00575	35.47704	0.024511	1.64449E-4
587738615951196304	167.98004	35.496472	0.026865	1.33639E-4
587739096446599274	167.97894	35.33054	0.103326	1.41908E-4
587739096446599172	167.85919	35.256012	1.54508	2.21138E-3
587739096446533775	167.79047	35.265707	0.061736	8.79463E-5
587738615414259851	167.86107	35.155967	4.11842	1.79207E-3
587738615414259886	167.95096	35.162912	0.418976	2.09278E-4
587739096446533661	167.72533	35.34165	1.23135E-4	8.88986E-5
587739096446664791	168.04069	35.397795	0.142219	1.4046E-4
587738615414259801	167.79175	35.157091	0.179998	1.51729E-4
587739096446533684	167.77195	35.243597	0.05891	1.625E-4
587739096446600150	167.88519	35.400925	-9999	-9999
587739096983666902	168.37425	35.874897	0.380592	1.99783E-4
587738616488067153	167.95336	35.869801	0.183841	1.92991E-4
587738616488198328	168.35772	35.940666	0.158936	1.47245E-4
587738616488263759	168.38403	35.984521	0.078542	2.03209E-4
587738616488198303	168.30695	36.015662	0.080198	1.64318E-4
587738615951458312	168.64411	35.578136	-1.68111E-4	7.12167E-5
587739096983666920	168.46171	35.878243	0.380213	1.66535E-4
587739096983666855	168.41323	35.760043	0.073357	8.48692E-5
587738616488132676	167.99876	36.037466	0.061086	1.69037E-4
587738616488067103	167.96559	35.913281	2.02349	1.24526E-3
587738615951261833	168.19088	35.650491	0.143309	6.26283E-5
587738615951327339	168.30377	35.650409	0.107296	1.369E-4
587739096983667867	168.29239	35.86155	-9999	-9999
587738615951392801	168.47813	35.593477	-7.165E-4	1.82796E-3
587738616488198262	168.23333	35.893028	0.079498	7.98548E-5
587738616488132616	168.03381	35.878865	0.029096	7.41973E-5
587739096983666938	168.37908	35.751062	0.458877	2.21948E-4
587738615951261845	168.21687	35.640922	0.025326	1.15679E-4
587739096446861414	168.71355	35.502269	0.021488	1.70614E-4
587738615951261941	168.1246	35.493326	0.078609	1.95135E-4
587738615951196331	168.08783	35.467761	0.024334	1.65666E-4
587738615951261779	168.12155	35.45995	0.102655	1.30407E-4
587739096983928862	169.06529	35.974969	0.447078	2.38108E-3
587739096983928920	169.09069	35.97414	0.087174	9.23984E-5
587739096983928923	169.09696	35.957053	0.04255	1.68529E-4
587738616488525909	169.09875	36.063361	0.135837	1.50561E-4
587739096983732345	168.5976	35.827693	3.18037	8.42443E-4
587738616488263819	168.45165	36.007419	0.076923	1.89736E-4
587739096983797849	168.6777	35.821212	0.104444	9.64185E-5
587739096983797891	168.79736	35.928744	0.061529	9.87529E-5
587739096983732310	168.49063	35.784173	0.078894	1.39835E-4
587738616488395731	168.70492	36.154325	-9999	-9999
587739096983797885	168.81931	35.819081	0.104705	1.84269E-4
587738616488394887	168.83768	36.136399	0.234059	5.16545E-5
587738616488394884	168.84957	36.006744	0.258387	1.32584E-4
587739096983863377	168.89762	35.813306	0.079287	2.14076E-4
587739096983797855	168.68479	35.936147	0.025036	8.32412E-5
587739096983666859	168.41523	35.807378	0.157942	1.57865E-4
587738616488198219	168.27971	36.050405	0.072386	2.24343E-4
587738615951327340	168.31244	35.651374	0.158519	1.764E-4
587738616488198258	168.21496	35.917164	0.079897	1.81968E-4
587738616488198288	168.28549	35.964975	0.072174	6.90783E-5
587739097520537740	168.31266	36.156168	0.079794	1.74695E-4
587738616488198301	168.30525	36.011149	0.07788	1.51454E-4
587738616488198254	168.19939	35.948012	0.080036	1.36219E-4
587738616488198334	168.32728	36.084774	0.07995	1.55235E-4
587738616488198234	168.32895	35.982098	0.973035	1.42641E-3
587739096983666852	168.38065	35.88777	0.024987	9.64797E-5
587739096983601236	168.25483	35.764632	-2.37627E-4	6.7004E-5
587739097520538616	168.24691	36.125553	-9999	-9999
587739096983601157	168.16297	35.657843	0.635654	1.29095E-3
587739097520342130	167.80243	36.085772	-9999	-9999
587738616488001660	167.657	35.972212	0.071428	8.54112E-5
587738616488001552	167.62907	35.925247	1.44799	1.45081E-3
587738616488067152	167.95413	35.868028	0.181253	1.65874E-4
587739096983470165	167.82414	35.658984	0.090198	1.56848E-4
587738616487936152	167.57212	35.795344	0.090199	4.28704E-5
587739096983470147	167.78016	35.646317	0.076192	9.06005E-5
587739096983470126	167.86404	35.657883	-3.93069E-4	1.11779E-4
587738616487936202	167.5834	35.887814	0.333347	1.63708E-4
587738616488067120	167.81951	35.953213	0.229505	1.08354E-3
587738616488001554	167.62693	35.943911	0.027657	9.84748E-5
587738616487936121	167.50238	35.849438	-7.3995E-5	8.28938E-5
587739096983404669	167.73682	35.652021	0.031536	4.98542E-4
587738616487870510	167.32278	35.793259	0.331521	1.52966E-4
587739097520275594	167.48958	36.138117	0.352064	1.77992E-4
587739097520275605	167.54778	36.064904	0.386671	1.69664E-4
587739097520209929	167.31701	36.021086	0.021324	1.90405E-4
587739097520144455	167.19551	36.113267	0.02726	8.99844E-5
587739096983339089	167.5213	35.748469	1.87838	1.35546E-3
587739097520144423	167.2782	36.00738	1.30517	1.60493E-3
587739097520144420	167.23709	36.09939	0.027104	1.67501E-4
587739097520210041	167.39662	36.15682	0.137379	1.58286E-4
587738616487804982	167.25254	35.810158	0.331556	1.70495E-4
587738615414521967	168.52668	35.202448	0.388867	1.58661E-4
587738615951261709	168.12372	35.580495	1.32895	1.62141E-3
587739096446796699	168.46687	35.364471	-9999	-9999
