specObjID	ra	dec	z	zErr
265375788218449920	151.26563	44.289864	0.957004	7.73375E-4
245670974974853120	151.267	46.738894	0.27744	1.50808E-4
265655857327374336	151.26716	44.48207	0.026506	1.1241E-4
283671673335447552	151.26932	49.746564	0.076744	1.67744E-4
245670975717244928	151.27036	48.117799	1.40314	1.78646E-3
283390205925261312	151.27611	48.980208	0.855455	2.66594E-3
265655857386094592	151.2776	44.936166	0.153997	1.56576E-4
265655857402871808	151.27929	44.692505	0.138644	3.65639E-5
245670975977291776	151.27967	47.354594	0.164259	1.55711E-4
265655857822302208	151.28414	45.977984	0.069335	1.70185E-4
265375788226838528	151.28449	44.513969	0.026366	1.08904E-4
245670974538645504	151.28655	46.583151	0.387353	1.7085E-4
265375788159729664	151.2877	44.566249	0.071959	1.36372E-4
265655858032017408	151.28805	45.712575	1.29241E-4	1.34976E-4
245670975918571520	151.28819	47.873543	0.225932	3.38343E-5
283390205933649920	151.2945	48.863463	0.171534	1.5046E-4
265375785852862464	151.29479	44.174933	0.059892	1.60507E-4
283390206197891072	151.2954	49.009977	0.163174	1.51586E-4
265375788340084736	151.29688	44.317949	0.071846	2.07402E-4
265655857331568640	151.29688	44.317949	0.071565	1.08447E-4
283390205912678400	151.30131	48.649061	0.154391	1.65123E-4
265375788348473344	151.30505	44.376039	0.071556	1.5022E-4
265655857272848384	151.30505	44.376039	0.071618	1.45104E-4
245670974916132864	151.30558	46.930696	0.212295	1.51924E-4
265655857369317376	151.30808	44.801925	0.07592	1.82223E-4
245670974534451200	151.30993	46.65091	0.025053	1.04725E-4
245670974962270208	151.31124	46.752943	0.023351	1.81014E-4
265655857318985728	151.3113	44.538242	0.026449	8.67225E-5
283390205946232832	151.31345	48.955539	0.391437	1.68287E-4
283390205887512576	151.31356	48.614386	0.153998	1.74593E-4
265655857805524992	151.31548	45.914157	-1.12997E-5	4.12716E-5
245670975675301888	151.31663	48.092559	2.38499	1.27434E-3
283390208014024704	151.318	50.088609	-9999	-9999
265655857352540160	151.3191	45.207942	-1.89449E-4	1.04316E-4
245670974505091072	151.32165	46.589308	0.148539	1.53584E-4
283671673276727296	151.32288	49.841697	0.084681	9.60422E-5
265655857759387648	151.32382	45.858102	0.06921	1.78339E-4
283671673327058944	151.32392	49.784939	0.151143	1.37373E-4
265655857415454720	151.32636	44.901483	-9999	-9999
245670975985680384	151.32661	47.414025	-1.98725E-5	1.15894E-4
265375788398804992	151.32791	44.346263	0.059956	7.67922E-5
245670974496702464	151.33279	46.393103	-6.19127E-5	7.00153E-5
265655857310597120	151.33373	44.382198	0.15283	1.49283E-4
283390208039190528	151.33388	50.053336	0.050297	1.66279E-4
265655858019434496	151.33947	45.566967	3.13743	7.25725E-4
265655857281236992	151.34395	44.34999	0.153039	1.64987E-4
245670974563811328	151.34539	46.631752	0.08619	9.39155E-5
265375788310724608	151.34817	44.932782	-1.14498E-4	1.34084E-4
245670974492508160	151.34926	46.590018	0.204654	1.61443E-4
265655857285431296	151.35048	44.281914	0.059766	8.6711E-5
245670975998263296	151.35457	47.665821	0.014687	1.02141E-4
283390206139170816	151.35694	49.057987	0.1345	1.45723E-4
265375788369444864	151.36449	44.684555	-1.23463E-4	1.92504E-4
245670974928715776	151.37243	46.993409	1.8579	1.97026E-3
265375788268781568	151.37477	45.055437	0.07667	9.08768E-5
245670975943737344	151.37658	47.612214	0.239293	1.70123E-4
245670974547034112	151.3773	46.619885	0.103081	1.32055E-4
283390206160142336	151.37798	49.131027	0.117489	1.95309E-4
245670975926960128	151.37912	47.577958	1.30155	1.6306E-3
265655857314791424	151.3794	44.567164	0.023495	1.86158E-4
245670974500896768	151.37945	46.20114	-2.48061E-4	1.55531E-4
283671673297698816	151.3824	49.726604	0.076572	1.78217E-4
245670974920327168	151.38284	47.328445	0.183903	5.396E-5
265375788382027776	151.38442	44.434518	0.141802	4.03348E-5
283390206147559424	151.39021	49.113467	0.132306	1.3312E-4
283390208018219008	151.39246	49.805492	0.19927	1.48333E-4
283390205900095488	151.39379	48.582143	0.279369	1.57387E-4
245670975721439232	151.39437	48.581019	0.057184	1.60045E-4
283390208043384832	151.39854	50.108929	-1.22877E-4	7.12756E-5
283390206181113856	151.39979	49.232155	0.088519	7.29269E-4
265655857298014208	151.40072	44.469594	2.02988	2.34079E-3
265655858036211712	151.40363	45.572195	0.101431	1.52281E-4
265375788402999296	151.40405	44.599424	0.04191	7.87638E-5
245670974526062592	151.41188	46.566838	-9999	-9999
245670975968903168	151.41213	47.601284	6.77135E-5	1.56162E-4
283390205719740416	151.41354	48.700555	-3.68667E-5	5.48775E-5
265655857256071168	151.41408	44.309879	-9999	-9999
265655857801330688	151.4159	46.064636	0.102193	1.73352E-4
245670976040206336	151.42307	47.816335	1.27774E-4	4.02656E-5
245670976077955072	151.4262	47.343248	0.062472	1.50826E-4
245670974572199936	151.42682	46.249498	0.159517	1.4413E-4
265375785869639680	151.4273	44.123553	1.09369	2.14487E-3
245670975738216448	151.42752	48.144011	0.219784	1.66471E-4
283390207997247488	151.43053	50.024743	0.049379	8.79764E-5
283390205736517632	151.43126	48.832959	0.066272	1.66671E-4
283390206155948032	151.43334	49.177257	0.468415	2.18402E-4
283671673280921600	151.43651	49.790036	0.146433	1.39731E-4
265655858082349056	151.43685	45.395949	0.17864	1.46958E-4
265375788365250560	151.43722	44.236655	1.49315E-4	1.44469E-4
283390206189502464	151.44308	49.249833	-9999	-9999
283390207988858880	151.44323	49.753728	0.065793	1.6952E-4
283390206134976512	151.44854	49.206593	0.036626	7.7451E-5
245670975700467712	151.44946	48.359394	0.187878	1.52243E-4
283390205711351808	151.4497	48.803446	0.065338	1.21915E-4
245670976010846208	151.45553	47.64182	0.33245	1.54528E-4
265655857784553472	151.45715	46.363544	1.78191	1.79127E-3
265655858027823104	151.45808	45.605442	0.101426	1.53982E-4
245670976069566464	151.46236	47.450925	-9999	-9999
283390208211156992	151.46537	49.982092	0.121471	1.53094E-4
265655857834885120	151.4667	46.026736	0.50277	2.37505E-4
283390208005636096	151.46709	50.083757	0.050692	8.43545E-5
265655858187206656	151.47024	45.640622	-1.08008E-4	6.05583E-5
245670974530256896	151.47145	46.374732	0.126021	1.43545E-4
245670974945492992	151.47513	47.252495	1.4324	1.48003E-3
283390208223739904	151.47629	50.062344	5.41219E-5	6.54089E-5
245670974517673984	151.47687	46.511264	1.53229E-5	1.14224E-4
265655858191400960	151.47782	45.787347	0.082744	1.00072E-4
265655857323180032	151.47982	44.250778	0.137264	1.49342E-4
265655857306402816	151.48083	44.454969	0.215537	1.70845E-4
283390205786849280	151.48107	48.860339	0.066017	1.51836E-4
265655857398677504	151.48123	44.739896	3.67623	9.993491E-4
283390206185308160	151.48231	49.449284	0.170526	1.47302E-4
245670975734022144	151.48555	48.269742	-9999	-9999
245670974979047424	151.49126	46.938715	0.316796	1.57436E-4
245670976015040512	151.49399	47.516055	0.239904	1.59936E-4
283390205723934720	151.49474	48.827323	0.067399	1.54606E-4
245670974932910080	151.49514	47.300377	0.3745	1.57945E-4
283671673310281728	151.49678	49.588694	0.08583	1.37388E-4
265375788331696128	151.49919	44.356017	0.191605	9.52275E-5
265655857155407872	151.49919	44.356017	0.191459	1.0163E-4
265375788394610688	151.5014	44.66506	0.139269	4.02382E-5
245670976073760768	151.50321	47.389789	0.191432	1.54624E-4
245670975725633536	151.50686	47.965111	5.16642E-5	1.55498E-4
283390205782654976	151.5125	48.801418	0.157424	1.54053E-4
245670976056983552	151.51578	47.328862	0.378484	1.67938E-4
245670976065372160	151.51938	47.750444	0.067622	1.684E-4
265375788386222080	151.52119	44.472766	0.086832	9.7292E-5
283390206130782208	151.52405	49.041956	0.157621	1.81507E-4
283671673427722240	151.527	50.080993	-1.48622E-4	7.77829E-5
283390206210473984	151.53087	49.628335	0.200298	1.50611E-4
245670974756749312	151.53099	47.262647	0.024825	1.93899E-4
245670976082149376	151.53126	47.640131	0.221427	1.73279E-4
265375788373639168	151.53181	44.63353	0.404235	2.85516E-4
265655857348345856	151.535	45.138693	-1.05502E-4	2.33543E-5
283390205761683456	151.53781	48.825978	0.064895	8.12467E-5
265655858233344000	151.53993	45.308369	-4.05628E-5	1.13903E-4
283390205774266368	151.54126	48.726906	2.15505	2.03518E-3
245670975742410752	151.54202	48.159993	0.198646	1.35944E-4
245670976048594944	151.54482	47.573863	0.122154	1.42455E-4
283390206168530944	151.54538	49.179255	1.29436	1.50755E-3
245670975687884800	151.54539	48.103347	0.024615	9.02962E-5
265375788327501824	151.5461	44.571131	2.02433	2.17807E-3
283390208185991168	151.54671	49.79383	0.127507	1.43083E-4
283671673331253248	151.54759	49.687977	-9999	-9999
245670974760943616	151.54761	46.829748	0.249656	1.47021E-4
245670974790303744	151.54772	47.295021	0.038192	1.97674E-4
245670975704662016	151.54784	48.610357	0.344878	1.59782E-4
265655857839079424	151.54827	46.028548	-9999	-9999
265375788377833472	151.54938	44.530642	-5.28221E-4	1.94573E-4
245670974568005632	151.54992	46.637985	0.123386	1.46861E-4
245670976002457600	151.55238	47.755186	0.062294	9.82396E-5
245670976006651904	151.55581	47.925132	-5.23143E-4	7.16717E-5
283390205765877760	151.55719	48.881672	0.065568	1.64822E-4
245670974521868288	151.55895	46.21182	0.14979	1.51808E-4
245670976036012032	151.55957	47.870468	0.162579	1.33139E-4
245670974807080960	151.55961	47.321327	0.068009	1.50635E-4
245670975729827840	151.55984	48.147125	0.153167	1.51148E-4
265375788390416384	151.56149	44.31843	-1.76254E-4	3.59366E-4
245670974559617024	151.56772	46.464217	-1.30889E-4	1.17112E-4
265655857809719296	151.56855	45.828985	0.192208	1.58254E-4
245670974513479680	151.56872	46.418882	8.20325E-5	3.11883E-5
283390205728129024	151.569	48.793184	0.153467	1.94643E-4
265655857356734464	151.57131	45.035563	1.15965	1.35956E-3
265375788407193600	151.57178	44.661156	1.9958	3.43976E-3
245670974765137920	151.57891	46.929228	0.06827	9.39464E-5
245670976052789248	151.57997	47.42124	0.12423	1.40029E-4
283390208198574080	151.58401	49.802555	0.077388	1.7297E-4
245670976061177856	151.58582	47.388995	0.122309	1.74446E-4
283671673352224768	151.586	49.834244	0.077555	9.69751E-5
265655857797136384	151.58636	46.101111	0.086625	1.43892E-4
265655857394483200	151.58752	44.99326	-7.85816E-4	1.24042E-4
265375788335890432	151.5879	44.245084	1.66877	2.56853E-3
245670976019234816	151.58956	47.589991	0.334201	1.70801E-4
265375788361056256	151.59057	44.408392	-9999	-9999
245670974542839808	151.5949	46.424879	0.204777	9.94053E-5
265655857767776256	151.59742	46.064543	3.06066	8.24686E-4
245670974555422720	151.60042	46.704746	0.203767	1.78298E-4
245670976044400640	151.60158	47.37269	0.191913	1.66804E-4
245670974752555008	151.60187	47.204749	-4.08048E-5	1.07626E-4
245670974349901824	151.60599	46.150414	0.208201	1.59055E-4
265655857411260416	151.6078	45.129378	0.415442	1.95759E-4
245670976023429120	151.60896	47.714764	0.439685	1.98137E-4
265655857780359168	151.60951	46.2258	1.01431	2.03236E-3
265655858250121216	151.61233	45.534669	0.466635	1.8443E-4
283671673192841216	151.61245	50.109113	0.050407	1.62965E-4
245670974358290432	151.61446	46.354839	4.06525E-4	1.11906E-4
283390208219545600	151.61668	49.811557	0.077504	1.44767E-4
265655857377705984	151.62333	44.732218	0.357199	1.06521E-3
265655857205739520	151.62771	44.656237	2.1634	2.82812E-3
245670975683690496	151.62873	48.448819	-4.48752E-5	7.84239E-5
265655857776164864	151.63544	46.093204	0.013587	9.81199E-5
245670976027623424	151.6359	47.424619	0.191917	1.59325E-4
245670974769332224	151.63606	46.748196	4.4517E-5	3.164E-5
245670974370873344	151.63733	46.689963	-1.91299E-4	7.38352E-5
245670974337318912	151.63738	46.395581	0.149811	1.46095E-4
245670975671107584	151.63842	48.534558	0.392821	1.82233E-4
265655858178818048	151.63909	45.750089	0.348751	1.19317E-3
265655857188962304	151.64018	44.583528	1.49865	2.01023E-3
245670974786109440	151.6409	47.318716	0.273578	1.42763E-3
245670974383456256	151.64135	46.589091	0.086477	1.55117E-4
245670974748360704	151.64189	47.101987	1.02606	1.7893E-3
245670976031817728	151.64384	47.44356	0.038445	8.07773E-5
245670974811275264	151.64489	47.044226	-9999	-9999
283390205778460672	151.64568	48.826054	0.067437	8.74091E-5
245670974777720832	151.64648	46.931738	-1.08562E-4	1.27772E-4
245670976115703808	151.64765	47.379983	0.121886	1.64906E-4
283390205757489152	151.64884	48.857109	0.209288	2.16616E-4
245670974324736000	151.65089	46.436077	0.470117	2.06671E-4
283671673218007040	151.65259	50.002478	1.48469	1.42907E-3
245670974400233472	151.65564	46.715728	0.024346	1.09142E-4
265655857201545216	151.65581	44.89004	-3.60715E-4	2.04134E-4
265655858208178176	151.65626	45.762309	0.394915	1.42528E-4
245670976161841152	151.65915	47.510963	-1.89176E-4	1.74559E-4
245670975708856320	151.66009	48.023813	9.14067E-5	7.50281E-5
245670974341513216	151.66018	46.333405	0.206096	1.43457E-4
265655857226711040	151.66353	44.98666	4.97869E-4	6.75231E-5
265655857771970560	151.67129	46.058533	-3.85582E-5	7.38684E-5
265655857109270528	151.67736	44.117053	0.122673	1.54049E-4
265655857197350912	151.68015	44.907002	0.042385	7.06152E-5
265375785861251072	151.68264	44.225965	0.072235	1.8433E-4
265655857096687616	151.68264	44.225965	0.07222	1.66502E-4
245670976098926592	151.68288	47.831918	0.110664	1.01545E-4
245670974354096128	151.68396	46.433804	1.44935	1.63328E-3
265655857159602176	151.68411	44.263619	0.071843	1.51111E-4
245670974819663872	151.68993	46.862616	0.7383	1.06599E-3
245670974333124608	151.69	46.454799	4.44396	9.87717E-4
245670975696273408	151.69112	48.628698	0.065131	9.93197E-5
283390205715546112	151.69323	48.630687	0.064899	1.66053E-4
245670976124092416	151.69377	47.887798	0.111056	1.8496E-4
245670974798692352	151.69405	46.952431	0.370558	2.31553E-4
245670974328930304	151.69458	46.384525	8.06968E-3	9.81568E-5
265655858203983872	151.69972	45.700682	0.15013	1.63559E-4
265655857121853440	151.70328	44.201154	0.071972	1.6676E-4
245670974823858176	151.70631	47.284688	-1.5638E-4	7.16799E-5
265375788352667648	151.70774	44.226876	0.07128	9.29197E-5
245670975666913280	151.70932	48.4354	0.06209	7.47005E-5
265375788356861952	151.70974	44.248446	0.071582	1.7136E-4
245670974379261952	151.70991	46.639099	0.898502	1.42349E-3
245670974773526528	151.71205	47.021255	0.255334	1.26479E-4
265375788344279040	151.71206	44.292064	0.155098	1.62175E-4
265655857826496512	151.71303	45.899735	1.04214E-4	6.39496E-5
245670974781915136	151.71316	47.115133	0.066217	7.87229E-5
245670974802886656	151.71381	47.167381	-2.84099E-5	1.53027E-4
245670976128286720	151.71388	47.75001	2.03424	2.16232E-3
265655858258509824	151.71685	45.259132	-1.70311E-4	1.43326E-4
245670976107315200	151.71726	47.813734	0.16032	9.22483E-5
245670976166035456	151.71758	47.607774	4.30546E-4	5.85716E-5
245670974391844864	151.7221	46.578948	0.086305	1.41667E-4
265655857151213568	151.72476	44.255784	0.153573	1.02641E-4
245670974744166400	151.72585	46.78812	0.122572	8.16971E-4
265655857138630656	151.72719	44.414019	0.451898	2.12568E-4
245670974362484736	151.72794	46.505934	-9999	-9999
265655857176379392	151.72848	44.945235	0.041944	1.06402E-4
245670975713050624	151.72954	47.984103	0.067858	1.92535E-4
245670975692079104	151.73198	48.449791	0.23994	1.83125E-4
283671673293504512	151.73425	49.456471	-3.08042E-5	5.82474E-5
265655857147019264	151.73543	44.124521	-9999	-9999
283390206176919552	151.73651	49.598527	0.342917	1.59462E-4
283390208160825344	151.73663	49.968994	-9999	-9999
245670974794498048	151.73965	47.114889	0.066449	8.9266E-5
265655857180573696	151.74213	44.925439	0.80482	1.19625E-3
283390206164336640	151.74559	49.198572	0.151746	1.35772E-4
265655857251876864	151.74704	44.670155	0.34596	1.79195E-4
245670974815469568	151.74994	47.20873	0.377872	1.58648E-4
245670976145063936	151.75459	47.779837	0.051827	9.7433E-5
283390205791043584	151.7569	48.784585	0.065989	1.53446E-4
245670974735777792	151.75827	46.781392	0.123457	1.41483E-4
283390206021730304	151.76027	49.572144	1.06384	1.13599E-3
245670975679496192	151.76331	48.712502	0.067316	1.73148E-4
265655857172185088	151.7639	44.861551	0.153999	1.30452E-4
245670976132481024	151.76485	47.397789	0.193387	1.7363E-4
245670974345707520	151.76641	46.28389	1.64709	2.14285E-3
245670975859851264	151.7665	48.558978	-5.94596E-5	1.12924E-4
245670974366679040	151.7741	46.319267	6.66161E-4	1.8213E-4
245670974710611968	151.77537	47.149814	0.062698	1.05102E-4
265655857230905344	151.78164	44.957791	1.67434	1.48449E-3
245670974672863232	151.78366	47.080036	0.221862	1.73128E-4
245670975876628480	151.79077	48.132926	2.39328E-6	7.12082E-5
245670974404427776	151.7922	46.455921	0.126051	1.40588E-4
245670974375067648	151.79387	46.715582	0.194482	1.67691E-4
245670975868239872	151.79959	48.755489	0.065436	1.78498E-4
245670974660280320	151.80157	46.993841	0.082904	9.62293E-5
245670974396039168	151.80381	46.559181	0.02453	8.64638E-5
245670975897600000	151.80532	48.20418	0.14268	1.78682E-4
283671673197035520	151.80582	50.092083	0.16266	1.56929E-4
245670974387650560	151.80625	46.375985	-1.46391E-4	1.03497E-4
245670974727389184	151.81087	47.187634	0.25613	1.60782E-4
265655857214128128	151.8111	45.089227	0.076338	7.80547E-5
265655858245926912	151.81252	45.453144	0.466554	1.96078E-4
245670976103120896	151.81814	47.673782	0.053318	1.65797E-4
245670975851462656	151.81958	48.680499	0.065101	7.77236E-5
283390205740711936	151.82069	48.754093	-9999	-9999
265655857239293952	151.82073	45.065912	0.076548	1.44199E-4
265655858229149696	151.8224	45.491082	-9999	-9999
283671673264144384	151.82422	50.034956	0.076517	1.79E-4
265655857142824960	151.8267	44.277493	0.011242	1.05177E-5
245670976157646848	151.82839	47.63328	0.051908	9.76227E-5
245670975843074048	151.82842	48.376888	0.066367	1.85315E-4
245670974689640448	151.82887	47.006392	2.10364E-3	8.91982E-5
245670974203101184	151.82911	46.546409	0.023845	1.07974E-4
245670974211489792	151.82973	46.604533	0.201268	1.73427E-4
265655857193156608	151.83044	44.694298	0.14228	1.70068E-4
283671673322864640	151.83708	49.485886	0.046169	7.3677E-5
245670974194712576	151.84444	46.217574	0.201227	1.03527E-4
265655857788747776	151.84444	46.217574	0.201377	1.04536E-4
265655857247682560	151.84478	44.997841	0.776531	1.03159E-3
265655857243488256	151.84824	44.892006	-9999	-9999
245670974719000576	151.85191	47.037843	0.27054	1.66966E-4
265655858216566784	151.85287	45.781578	1.33321	1.8892E-3
245670975914377216	151.85316	48.571135	0.208914	1.63106E-4
265655857792942080	151.85563	46.358822	1.34243	1.5335E-3
283390205988175872	151.85809	49.058652	1.15648	2.42069E-3
245670976149258240	151.86033	47.57965	1.06441	1.872E-3
245670975885017088	151.86391	48.264682	0.142769	1.58209E-4
245670976119898112	151.86562	47.656743	-9999	-9999
283390205983981568	151.86807	49.180986	0.132067	1.60118E-4
283390205749100544	151.87055	48.939506	0.11544	1.37656E-4
245670974169546752	151.87247	46.248169	1.81807	1.51613E-3
245670974731583488	151.87392	47.16583	0.1057	1.56486E-4
245670974693834752	151.87618	47.007986	-9999	-9999
245670974664474624	151.87644	47.13991	0.038333	9.34631E-5
265655858212372480	151.87912	45.794927	1.05477	1.87656E-3
245670976111509504	151.88125	47.8893	-7.49074E-5	1.24805E-4
245670975910182912	151.88247	48.618023	0.06513	8.25022E-5
283390206000758784	151.8827	49.033883	0.064946	1.52526E-4
245670974702223360	151.89352	47.157602	8.34644E-6	7.2508E-5
265655857813913600	151.89485	46.093999	0.02435	1.46422E-4
245670975838879744	151.89959	48.534402	0.064357	7.77694E-5
265655857222516736	151.90551	45.013801	1.28801	1.3951E-3
265655857218322432	151.90678	44.595157	0.07658	1.39834E-4
245670975905988608	151.90912	48.285898	0.872648	6.31861E-4
245670975834685440	151.91207	48.400877	0.065651	1.53588E-4
283390206030118912	151.91302	49.041094	0.21196	1.66723E-4
265655857818107904	151.91448	46.157475	0.024763	1.04242E-4
283671673343836160	151.91564	49.608892	0.07631	1.6717E-4
265655857117659136	151.91588	44.304436	7.88303E-3	7.6258E-6
245670976136675328	151.91699	47.576153	0.051549	1.51808E-4
265655858183012352	151.91708	45.714572	-3.36336E-6	1.11913E-4
245670976086343680	151.91788	47.628405	0.193195	1.70738E-4
245670974156963840	151.92525	46.52265	0.387489	1.92549E-4
283390205971398656	151.92632	49.24276	0.161412	9.73351E-5
265655857763581952	151.93066	45.968499	0.011694	1.33796E-4
265655858195595264	151.9329	45.753058	1.58857	2.74975E-3
245670976094732288	151.93324	47.696882	0.051339	1.63248E-4
265655857092493312	151.936	44.420101	0.086253	1.65646E-4
265655857130242048	151.93982	44.126729	0.153265	1.33307E-4
245670976140869632	151.94126	47.389198	3.40838	7.34978E-4
283390208190185472	151.94225	49.96191	0.076155	1.58995E-4
265655858237538304	151.94354	45.243606	0.466623	2.13372E-4
245670974207295488	151.94905	46.473827	0.3906	1.60663E-4
245670976090537984	151.95236	47.583774	-5.56299E-6	1.12008E-4
245670975872434176	151.95441	48.779988	0.208485	1.67061E-4
283390208144048128	151.95755	49.912016	0.076245	1.70016E-4
265655856794697728	151.95989	44.431267	0.086851	1.49309E-4
245670974677057536	151.9638	46.897378	1.0798E-4	9.24602E-5
265655858224955392	151.96561	45.607378	0.041553	1.51526E-4
265655858241732608	151.97103	45.448591	0.471149	2.53165E-4
283390205992370176	151.97336	49.233327	0.361814	1.65972E-4
283671673339641856	151.97614	49.641891	0.198742	1.86748E-4
265655858220761088	151.97932	45.367674	0.468167	2.28414E-4
245670975889211392	151.9805	48.084101	0.376812	1.85538E-4
265655858199789568	151.9828	45.473513	1.65138	3.88848E-3
245670976153452544	151.98286	47.401194	0.15032	1.65442E-4
283390205963010048	151.98529	49.302644	0.149667	1.28511E-3
245670974698029056	151.98608	46.768957	0.349732	1.87147E-4
