objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
587732134303629000.00,2883,40,1,64,652,3,154.1262105,47.07117045,22.345152,21.146919,20.282713,19.769217,19.567648,0.344644,0.067673,0.040884,0.041486,0.124803
587732134303629000.00,2883,40,1,64,656,3,154.1301378,47.06937437,23.168695,21.714668,21.004189,20.562254,20.668694,0.639051,0.100949,0.070813,0.074501,0.299043
587732134303629000.00,2883,40,1,64,657,3,154.1295175,47.07131229,24.788074,22.69397,21.798668,20.880989,20.463268,1.111366,0.202915,0.122426,0.084875,0.212386
587732134303629000.00,2883,40,1,64,661,3,154.1285945,47.07451845,22.75326,21.857927,21.470228,21.375374,20.628382,0.445229,0.113608,0.104973,0.154241,0.286169
587732134303629000.00,2883,40,1,64,665,3,154.0809552,47.15278843,23.136269,22.315598,21.416042,21.056564,20.92457,0.563708,0.157687,0.09068,0.102533,0.328692
587732134303629000.00,2883,40,1,64,672,6,154.0920705,47.1539909,25.792603,22.735096,24.638706,23.552893,22.357582,0.600552,0.198483,0.834138,0.682292,0.768607
587732134303629000.00,2883,40,1,64,675,3,154.0918212,47.16144014,22.774141,21.701176,20.101563,19.432774,19.001795,0.552867,0.119417,0.037621,0.032726,0.07964
587732134303629000.00,2883,40,1,64,676,3,154.1454419,47.08067613,22.071243,20.739746,20.051268,19.716198,19.820223,0.26533,0.046119,0.033085,0.038725,0.151141
587732134303630000.00,2883,40,1,64,771,6,154.0252637,47.11157107,24.452372,23.958826,22.540384,22.587122,22.025351,0.885554,0.478198,0.191218,0.291128,0.58608
587732134303630000.00,2883,40,1,64,776,6,154.0278384,47.11293345,25.219706,22.668045,21.665606,21.494314,20.540545,1.358363,0.282426,0.149748,0.200645,0.31478
587732134303630000.00,2883,40,1,64,786,3,154.0789648,47.06634748,24.516102,23.278212,22.164179,22.467596,21.694912,1.067747,0.333694,0.166311,0.338332,0.588579
587732134303630000.00,2883,40,1,64,789,6,154.0795638,47.06909651,23.568106,24.001827,22.457598,21.992125,21.344196,0.633878,0.520772,0.192111,0.195656,0.395297
587732134303630000.00,2883,40,1,64,825,3,154.1291096,47.07797748,22.82699,23.142864,22.118544,22.148424,22.738094,0.464697,0.342332,0.182537,0.293212,1.048718
587732134303630000.00,2883,40,1,64,827,3,154.084496,47.15312258,22.768936,24.503376,21.854029,21.647343,21.137573,0.466944,0.963126,0.14741,0.218727,0.435356
587732134303630000.00,2883,40,1,64,828,3,154.08697,47.15268212,21.145061,23.400522,21.726107,20.878494,20.564264,0.284499,1.167955,0.339011,0.254908,0.697157
587732134303630000.00,2883,40,1,64,829,6,154.0814711,47.1600205,25.466476,24.655787,22.366816,22.231827,21.436062,0.704181,0.745246,0.171885,0.228314,0.404681
587732134303630000.00,2883,40,1,64,912,3,154.026551,47.10060118,23.140882,23.385651,22.738064,21.633991,21.081369,0.614361,0.433013,0.322704,0.188622,0.420439
587732134303630000.00,2883,40,1,64,915,3,154.0386394,47.0909965,22.928514,23.838703,22.814938,21.754114,22.215088,0.404867,0.483098,0.269876,0.163912,0.730399
587732134303630000.00,2883,40,1,64,934,3,154.1098662,47.0730833,26.041668,26.290257,22.679045,21.51096,21.505953,0.679999,0.688354,0.316148,0.179298,0.623714
587732134303630000.00,2883,40,1,64,971,6,154.1181987,47.06496445,24.293598,24.724184,25.11932,23.582136,20.52952,1.047256,0.873257,0.904962,0.784416,0.227822
587732134303630000.00,2883,40,1,64,973,6,154.1454456,47.07812114,24.071447,25.658215,24.13784,23.636745,20.591377,0.769736,0.659625,0.633406,0.63904,0.196359
587732134303630000.00,2883,40,1,64,1000,3,154.0355433,47.10828673,21.597204,22.905029,20.32029,19.467005,20.566431,1.467673,2.669294,0.328705,0.252816,2.4566
587732134303630000.00,2883,40,1,64,1006,3,154.0888186,47.15581897,24.536861,24.134935,25.64682,23.537971,20.657167,1.206308,0.739572,0.778179,0.841182,0.279355
587732134303694000.00,2883,40,1,65,22,6,154.1598706,47.13230843,16.203367,14.979446,14.603819,14.471794,14.435636,5.30E-03,3.13E-03,3.12E-03,3.36E-03,3.88E-03
587732134303695000.00,2883,40,1,65,225,6,154.1578233,47.1263918,22.511089,25.829565,25.479038,23.235863,24.161327,0.262301,0.631949,0.622411,0.49982,0.389813
587732134303695000.00,2883,40,1,65,228,6,154.1613984,47.12760733,22.605095,25.371359,25.747686,24.044752,22.049393,0.282831,0.751468,0.531712,0.754985,0.589632
587732134303695000.00,2883,40,1,65,294,3,154.0992843,47.15927008,22.234846,21.156984,20.155041,19.732157,19.450197,0.266255,0.059271,0.031418,0.03335,0.092295
587732134303695000.00,2883,40,1,65,300,3,154.1527998,47.09105728,21.368788,19.856853,18.878201,18.336006,17.921871,0.217514,0.032104,0.017778,0.017618,0.042701
587732134303695000.00,2883,40,1,65,314,3,154.12779,47.14629768,24.058228,22.538784,22.041231,21.563194,21.673033,0.93828,0.182443,0.145905,0.150898,0.563464
587732134303695000.00,2883,40,1,65,321,3,154.1627912,47.10371885,23.971653,21.137611,20.405024,19.939283,19.59024,1.019188,0.05888,0.03959,0.041183,0.108677
587732134303695000.00,2883,40,1,65,328,3,154.1611073,47.11485726,23.349714,21.12076,20.206816,19.714439,19.471701,0.601565,0.05198,0.030052,0.029971,0.086121
587732134303695000.00,2883,40,1,65,330,3,154.1451579,47.13829126,23.419458,22.308058,21.220566,20.795431,20.580359,0.740645,0.168582,0.08084,0.08769,0.260738
587732134303695000.00,2883,40,1,65,524,6,154.1049753,47.15731164,24.568052,25.513447,22.507666,22.571609,22.269236,0.885177,0.728411,0.183596,0.295291,0.649199
587732134303695000.00,2883,40,1,65,526,3,154.1536163,47.09282741,23.240261,22.721342,21.711134,20.943632,20.526911,0.676009,0.252138,0.132166,0.106883,0.269056
587732134303695000.00,2883,40,1,65,539,3,154.1368629,47.1432957,24.728594,23.153984,21.756491,21.295736,20.790354,1.17515,0.332563,0.122714,0.129303,0.300116
587732134303695000.00,2883,40,1,65,540,6,154.1631817,47.10734878,23.334122,23.765995,22.067331,21.262793,21.309774,0.49754,0.426622,0.127366,0.096886,0.362
587732134303695000.00,2883,40,1,65,543,3,154.1559912,47.12787782,23.553766,23.308216,22.313709,20.801605,20.15748,0.711453,0.35382,0.187311,0.07711,0.158575
587732134303695000.00,2883,40,1,65,740,3,154.114462,47.15587851,23.884785,23.254679,22.755135,21.654497,21.854906,0.890143,0.343676,0.280473,0.169557,0.646823
587732134303695000.00,2883,40,1,65,749,3,154.15385,47.13096566,22.623196,20.527489,20.490038,19.095959,20.017927,2.331589,0.191879,0.239772,0.113123,0.953042
587732134303695000.00,2883,40,1,65,864,3,154.1579287,47.12347179,25.30962,23.176706,22.776196,21.805216,22.368753,1.211975,0.420346,0.378075,0.26017,1.13816
